NestID,Length,TotalLength,ItemNumber,RemainingLength
7204,495,5932,2381,68
7210,495,6000,4566,0
7211,495,5993,2704,7
7211,495,5993,2705,7
7211,495,5993,2706,7
7211,495,5993,2714,7
7211,495,5993,2722,7
7211,495,5993,2851,7
7199,495,1980,2518,96
7199,495,1980,2748,96
7210,495,6000,2701,0
7210,495,6000,2707,0
7210,495,6000,2715,0
7210,495,6000,4561,0
7210,495,6000,4562,0
7210,495,6000,4568,0
7199,495,1980,1783,96
7199,495,1980,2525,96
7200,495,5940,1180,60
7200,495,5940,1781,60
7211,495,5993,2720,7
7211,495,5993,4559,7
7220,495,910,2710,7090
7238,495,13000,2635,0
3425,495,3045,743,0
3425,495,3045,1961,0
10545,495,8000,2451,0
10545,495,8000,3149,0
1931,495,5967,1205,33
1931,495,5967,1207,33
1931,495,5967,1197,33
1931,495,5967,1198,33
1931,495,5967,1199,33
1931,495,5967,1201,33
1931,495,5967,1202,33
1931,495,5967,1203,33
1938,495,3148,793,0
10982,495,5761,2231,239
10781,495,7999,2247,1
10781,495,7999,2429,1
10814,495,12921,2010,79
11064,495,495,3092,3863
2656,495,5920,919,80
2656,495,5920,1702,80
10478,495,2327,3351,1560
5430,495,5987,4099,13
4402,495,3842,2606,1
4403,495,5936,324,64
4403,495,5936,376,64
4403,495,5936,481,64
4403,495,5936,516,64
4403,495,5936,524,64
4403,495,5936,2537,64
4403,495,5936,2545,64
4403,495,5936,2549,64
4403,495,5936,2591,64
4403,495,5936,2604,64
827,495,983,1721,3162
6834,495,990,2981,2054
6834,495,990,2982,2054
6835,495,1446,2585,4554
6837,495,1480,2333,2054
6837,495,1480,2346,2054
6842,495,5701,2031,15
6876,495,2976,2953,3024
9805,495,495,4411,4777
9807,495,4007,1062,134
9807,495,4007,4406,134
9807,495,4007,4407,134
2699,495,2580,1453,0
8256,495,5897,4113,103
10829,495,8000,2615,0
10829,495,8000,2616,0
1322,495,1669,1838,2083
1324,495,989,1848,5011
1325,495,5322,1849,0
3613,495,2063,1757,9
8605,495,5110,807,0
8605,495,5110,830,0
11438,495,8000,1796,0
10694,495,5757,2986,1920
10694,495,5757,2987,1920
10694,495,5757,2988,1920
10694,495,5757,2989,1920
10658,495,7888,2931,112
10658,495,7888,2932,112
10658,495,7888,2933,112
10658,495,7888,2934,112
10396,495,3734,268,0
10392,495,495,3407,4205
10752,495,7708,2377,0
10752,495,7708,2378,0
10752,495,7708,2379,0
10753,495,4826,1495,3174
10753,495,4826,2376,3174
108,495,1976,1106,1587
108,495,1976,1107,1587
106,495,495,1127,5505
10144,495,986,2168,3688
1057,495,5382,1246,618
1057,495,5382,1249,618
1057,495,5382,1250,618
1057,495,5382,1251,618
1062,495,5476,1255,24
1062,495,5476,1256,24
1062,495,5476,1258,24
1062,495,5476,1259,24
1062,495,5476,1261,24
1062,495,5476,1262,24
1062,495,5476,1264,24
1062,495,5476,1265,24
1064,495,2128,1237,2414
1064,495,2128,1238,2414
1064,495,2128,1236,2414
6811,495,990,2448,4184
6811,495,990,2449,4184
8791,495,7278,2824,0
197,495,495,1424,3661
10320,495,7980,2754,20
11185,495,6000,UG32-0711-S,0
8398,495,495,4090,5505
6927,495,2497,UD21-0607-P,33
6928,495,988,UD21-0430-P,5012
6310,495,990,UD11-9075-S,3799
6310,495,990,UD11-9076-S,3799
6329,495,1982,UD11-1089-P,285
6329,495,1982,UD11-6496-S,285
5634,495,8563,UC31-1159-P,1
6115,495,4207,3531,149
6115,495,4207,3532,149
6115,495,4207,4034,149
6115,495,4207,4036,149
6115,495,4207,4037,149
6115,495,4207,4038,149
6115,495,4207,4040,149
6115,495,4207,4041,149
6116,495,1226,3230,4774
6357,495,985,5325,1572
6364,495,985,4938,4670
7989,495,1483,2786,2532
7990,495,3152,3779,2848
7990,495,3152,3781,2848
7990,495,3152,3788,2848
7990,495,3152,3789,2848
5411,495,2924,UC22-0400-P,3076
5411,495,2924,UC22-1712-P,3076
5410,495,2906,UC22-0365-S,3094
5410,495,2906,UC22-0376-S,3094
5410,495,2906,UC22-2208-S,3094
5410,495,2906,UC22-2917-S,3094
6694,495,495,UD12-2669-P,5505
6347,495,747,3218,4852
6622,495,1481,5099,2304
7741,495,990,UD32-1409-S,3777
7741,495,990,UD32-1410-S,3777
11229,495,2592,1099,295
10435,495,3939,2876,266
924,495,1425,2048,3300
2560,495,970,1172,2105
8603,495,495,555,7505
1820,495,1980,1990,4020
1820,495,1980,1992,4020
1820,495,1980,1993,4020
1820,495,1980,1994,4020
3287,495,2309,2988,185
3284,495,2255,3182,2755
3284,495,2255,3188,2755
3284,495,2255,3190,2755
2956,495,1048,1244,9152
9479,496,6000,1188,0
4133,496,8000,903,0
3791,496,5997,690,3
7404,496,2768,4299,0
8716,496,8000,3035,0
5895,496,6000,4218,0
5895,496,6000,3675,0
5895,496,6000,3676,0
8830,496,8000,586,0
8830,496,8000,1362,0
4990,496,13000,5171,0
4936,496,8000,2165,0
4936,496,8000,2166,0
4936,496,8000,3928,0
4940,496,8000,2163,0
4940,496,8000,2164,0
4943,496,7996,2162,4
7555,496,13000,2550,0
9324,496,8000,1960,0
9327,496,8000,1956,0
9327,496,8000,1957,0
6725,496,2441,3095,0
9408,496,8000,5179,0
9407,496,8000,5184,0
3073,496,8000,2391,0
3073,496,8000,2400,0
2035,496,5609,2019,58
2035,496,5609,2022,58
1254,496,8000,676,0
1254,496,8000,677,0
1254,496,8000,663,0
1254,496,8000,666,0
3916,496,2499,1127,0
7816,496,2079,3232,0
658,496,1488,1967,3802
658,496,1488,1971,3802
658,496,1488,1974,3802
4446,496,989,561,3203
4455,496,5986,4653,14
4470,496,3510,3465,0
8495,496,8000,361,0
993,496,13000,2115,0
389,496,8000,2461,0
1815,496,2397,117,9
3240,496,8000,2121,0
7210,496,6000,4553,0
7203,496,2192,4642,1
10548,496,8000,740,0
10343,496,8000,3332,0
9807,496,4007,2638,134
11386,496,8000,1134,0
11387,496,8000,1128,0
2430,496,8000,1558,0
7765,496,13000,3647,0
7767,496,13000,3033,0
7767,496,13000,3133,0
7769,496,12998,3029,2
8545,496,5389,2780,2611
8545,496,5389,2783,2611
11437,496,5899,1200,101
11436,496,6000,1176,0
9220,496,8000,335,0
9220,496,8000,402,0
9220,496,8000,409,0
9220,496,8000,412,0
9220,496,8000,413,0
9220,496,8000,414,0
9220,496,8000,415,0
9220,496,8000,603,0
9220,496,8000,606,0
9220,496,8000,736,0
9221,496,7999,214,1
9221,496,7999,331,1
7715,496,4132,UD31-0778-S,1
7717,496,4008,UD31-0712-S,19
9250,496,2098,490,2
203,496,13000,1262,0
5053,496,496,UC21-3603-P,1986
8189,496,7055,UD42-1074-P,0
7435,496,2484,1039,44
7435,496,2484,2741,44
7440,496,3856,2723,9
7440,496,3856,2725,9
7440,496,3856,2729,9
5682,496,3934,UC31-2158-P,1163
5682,496,3934,UC31-4374-P,1163
5684,496,1973,UC31-4155-P,3678
5684,496,1973,UC31-5015-P,3678
4375,496,496,UC11-4882-S,2155
6690,496,5922,UD12-2870-S,78
6690,496,5922,UD12-2924-S,78
9758,496,6000,3269,0
9758,496,6000,3270,0
9758,496,6000,3272,0
9758,496,6000,3273,0
9758,496,6000,3267,0
9758,496,6000,3268,0
9759,496,3506,3266,2494
3555,496,3402,2646,338
4205,497,2496,91,0
9606,497,5995,2174,5
8716,497,8000,2695,0
8719,497,8000,1688,0
5551,497,5943,1403,57
5551,497,5943,1404,57
9322,497,8000,3955,0
9387,497,9888,4166,0
9387,497,9888,4167,0
9387,497,9888,4168,0
1286,497,13000,1032,0
6548,497,4215,4933,3785
6548,497,4215,4689,3785
708,497,8000,2561,0
8095,497,13000,34,0
8095,497,13000,459,0
8431,497,7997,2750,3
8431,497,7997,2752,3
6420,497,2501,4683,0
490,497,8000,2042,0
10988,497,8000,2919,0
10989,497,8000,1531,0
11043,497,8000,1529,0
5429,497,6000,4098,0
829,497,2252,1829,0
6833,497,994,3141,1576
6833,497,994,3142,1576
9807,497,4007,2688,134
2697,497,5920,1135,80
2697,497,5920,1322,80
2697,497,5920,1461,80
2703,497,8000,2202,0
2430,497,8000,1557,0
2377,497,497,2192,2076
8608,497,8000,706,0
548,497,13000,1854,0
8220,497,13000,2713,0
6899,497,13000,UD21-0472-P,0
6900,497,12999,UD21-0471-P,1
6313,497,12821,UD11-4539-P,179
6313,497,12821,UD11-4897-P,179
6314,497,12604,UD11-4415-S,396
6315,497,11826,UD11-0172-P,1174
5396,497,497,5668,3671
5662,497,989,UC31-0723-P,4027
6790,497,6563,2558,0
6790,497,6563,2653,0
6793,497,12876,2492,124
4401,497,1488,UC11-3945-P,797
5665,497,6258,UC31-2497-S,0
4745,497,5479,UC12-2007-P,197
4745,497,5479,UC12-2008-P,197
2004,497,2448,UB14-0744-P,2
2006,497,2202,UB14-0704-P,227
10430,497,1512,3226,4042
10430,497,1512,3227,4042
3295,497,995,UB31-0090-S,1523
7873,498,6000,2162,0
7871,498,2324,3828,3676
9475,498,3557,3616,0
7028,498,4519,3590,2988
4117,498,6000,1112,0
9604,498,6000,3582,0
7344,498,6000,4372,0
7344,498,6000,3398,0
7344,498,6000,3407,0
7345,498,6000,3397,0
6163,498,2242,3865,0
5548,498,6000,3099,0
4231,498,6000,809,0
4231,498,6000,810,0
3151,498,6000,583,0
3495,498,6000,1345,0
8137,498,6000,1347,0
7811,498,5988,3515,12
704,498,5505,2488,0
4454,498,6000,4571,0
7312,498,3709,2145,0
7312,498,3709,2149,0
8300,498,5899,1891,101
8098,498,13000,162,0
945,498,1130,2359,873
394,498,8000,2423,0
5968,498,2477,5405,393
5968,498,2477,5409,393
5984,498,3503,5038,0
3006,498,2522,3227,5710
1140,498,13000,1207,0
6415,498,8000,4893,0
6416,498,7981,4892,19
1214,498,1980,1958,1481
1214,498,1980,1959,1481
1189,498,5990,1440,10
1647,498,2623,2463,0
2599,498,2302,2176,4
2598,498,4858,2175,0
3426,498,6000,679,0
3426,498,6000,680,0
3426,498,6000,690,0
3426,498,6000,691,0
3427,498,6000,677,0
3427,498,6000,678,0
3429,498,5989,675,11
3429,498,5989,676,11
10984,498,2640,2316,1
10785,498,8000,2181,0
11039,498,2072,3163,0
11042,498,8000,1372,0
5442,498,13000,3566,0
9813,498,2190,1406,0
2696,498,6000,1464,0
11385,498,8000,2596,0
11385,498,8000,2597,0
1337,498,1973,820,191
3381,498,2430,2290,0
3382,498,6010,2288,6990
2372,498,1464,1215,4536
5841,498,6000,2992,0
1378,498,13000,1466,0
1558,498,1316,1805,4117
8544,498,5040,2804,0
11327,498,3280,1971,0
8583,498,2191,444,52
10299,498,8000,3377,0
10302,498,2020,3997,8
1023,498,13000,2050,0
11455,498,6000,1675,0
1393,498,4252,1888,0
7435,498,2484,1181,44
6897,498,13000,UD21-0474-S,0
6898,498,13000,UD21-0473-S,0
6927,498,2497,UD21-0608-P,33
6927,498,2497,UD21-6434-S,33
6313,498,12821,UD11-4536-S,179
11179,498,12561,2453,439
4334,498,7451,UC11-0953-S,29
5634,498,8563,UC31-3532-P,1
6302,498,5831,4142,129
4739,498,996,UC12-2045-P,1763
4739,498,996,UC12-2046-P,1763
4738,498,1984,UC12-1731-S,2390
4738,498,1984,UC12-1732-S,2390
5408,498,3969,UC22-1877-P,917
5408,498,3969,UC22-3409-P,917
5408,498,3969,UC22-3410-P,917
5411,498,2924,UC22-1013-P,3076
5411,498,2924,UC22-2599-P,3076
5409,498,2000,UC22-3257-S,332
5409,498,2000,UC22-3258-S,332
6689,498,1996,UD12-0936-P,356
6689,498,1996,UD12-1037-P,356
7740,498,996,UD32-0084-S,4509
7740,498,996,UD32-0699-S,4509
11260,498,2276,989,0
11243,498,11700,728,0
3295,498,995,UB31-0823-S,1523
8716,499,8000,1605,0
8831,499,8000,2446,0
4919,499,5998,3119,2
7517,499,8000,598,0
7516,499,8000,601,0
1697,499,4777,1584,0
1707,499,8000,2469,0
1711,499,7999,2468,1
3072,499,8000,2647,0
1286,499,13000,2021,0
1286,499,13000,2022,0
1256,499,8000,464,0
1256,499,8000,465,0
4683,499,11360,2228,0
3916,499,2499,1120,0
6552,499,4225,4914,0
7820,499,8000,2451,0
7825,499,7996,2449,4
730,499,8000,2742,0
674,499,4247,2596,8753
2288,499,8000,3650,0
7297,499,2994,2650,35
7299,499,2286,2649,189
8095,499,13000,44,0
2746,499,8000,1668,0
6235,499,6000,3157,0
1773,499,8000,2031,0
1774,499,8000,2030,0
3235,499,2360,3183,0
3236,499,8000,3184,0
10790,499,8000,2182,0
10625,499,8000,783,0
11039,499,2072,909,0
11039,499,2072,910,0
5464,499,12998,4151,2
5464,499,12998,4152,2
9814,499,2190,1032,0
9817,499,2166,1031,0
2703,499,8000,2150,0
1323,499,1998,1764,431
1323,499,1998,1446,431
1323,499,1998,1731,431
1523,499,13000,1516,0
3626,499,8000,1708,0
3627,499,8000,1704,0
3627,499,8000,1707,0
11332,499,3927,2030,-4.55E-13
7482,499,2864,2318,0
10756,499,8000,1326,0
6815,499,11214,2413,0
1023,499,13000,867,0
1023,499,13000,961,0
3561,499,5089,UB31-0440-S,0
6329,499,1982,UD11-3474-S,285
5391,499,4128,5177,6
4740,499,1487,UC12-5517-P,1458
4744,499,998,UC12-1165-P,1706
4744,499,998,UC12-1199-P,1706
1040,499,3180,1807,325
9474,500,1500,5500,4500
9474,500,1500,5392,4500
9474,500,1500,5394,4500
4828,500,2975,2367,55
4856,500,5952,1537,48
4856,500,5952,1538,48
4856,500,5952,1540,48
4856,500,5952,1541,48
3791,500,5997,1766,3
7338,500,6000,4546,0
7391,500,7999,3783,1
7391,500,7999,3786,1
8716,500,8000,1695,0
8827,500,8000,379,0
8830,500,8000,35,0
4925,500,3500,5158,296
4925,500,3500,5160,296
4925,500,3500,5159,296
4925,500,3500,5161,296
4925,500,3500,5162,296
4929,500,5998,493,2
4925,500,3500,5163,296
4933,500,5029,2320,0
4925,500,3500,5157,296
5548,500,6000,1449,0
5549,500,6000,1441,0
5550,500,6000,3118,0
5550,500,6000,1455,0
5550,500,6000,1456,0
4252,500,8000,2732,0
9315,500,4629,5839,549
1861,500,6000,1615,0
1686,500,6000,2439,0
2205,500,8000,1137,0
6737,500,4075,2725,0
6738,500,2128,2273,0
6742,500,13000,2272,0
6765,500,13000,855,0
6765,500,13000,856,0
6765,500,13000,857,0
6765,500,13000,858,0
6765,500,13000,2305,0
6634,500,2387,3269,4
6634,500,2387,5412,4
3962,500,2440,3886,0
1287,500,13000,2017,0
1252,500,2008,675,0
1254,500,8000,674,0
1289,500,13000,977,0
6478,500,10266,5110,0
6478,500,10266,5112,0
8116,500,6000,2268,0
3915,500,2499,1177,0
7801,500,6000,2240,0
7823,500,8000,2445,0
730,500,8000,2274,0
624,500,3078,2505,0
2285,500,8000,3410,0
7270,500,6000,2641,0
7272,500,6000,2632,0
8095,500,13000,133,0
3704,500,8000,492,0
1139,500,13000,171,0
6246,500,8000,3023,0
6407,500,8000,5093,0
6407,500,8000,5097,0
6408,500,8000,5086,0
6408,500,8000,5087,0
6408,500,8000,5088,0
6408,500,8000,5090,0
6408,500,8000,5091,0
6408,500,8000,5092,0
6411,500,8000,5402,0
11090,500,2754,3465,0
11093,500,8000,2100,0
2900,500,2002,788,0
2917,500,8000,1355,0
3239,500,8000,1765,0
1626,500,3550,2324,0
1943,500,8000,123,0
2495,500,3000,461,382
2495,500,3000,462,382
2495,500,3000,464,382
2495,500,3000,466,382
2495,500,3000,689,382
2495,500,3000,693,382
2496,500,1956,453,361
2496,500,1956,460,361
10996,500,7990,2324,10
10787,500,8000,2062,0
10626,500,8000,782,0
2661,500,3450,1773,2550
5435,500,984,4288,1942
6842,500,5701,2004,15
9818,500,2166,1026,0
9822,500,8000,1023,0
11388,500,8000,2457,0
11384,500,3927,1834,-4.55E-13
11388,500,8000,1833,0
10591,500,8000,1620,0
10606,500,13000,369,0
10606,500,13000,374,0
10885,500,9833,1982,0
7768,500,13000,3046,0
7162,500,13000,2343,0
8606,500,4648,813,1352
7497,500,5134,2586,866
543,500,5324,1271,676
6805,500,2494,2034,61
6805,500,2494,2035,61
6805,500,2494,2036,61
6805,500,2494,2037,61
7650,500,5598,498,0
7651,500,6000,497,0
8783,500,4707,UE21-3746-S,3
8785,500,993,UE21-1561-S,5007
202,500,13000,1222,0
5057,500,13000,UC21-0660-P,0
5057,500,13000,UC21-0666-S,0
7435,500,2484,2526,44
6311,500,5176,UD11-2136-P,9
6311,500,5176,UD11-4650-P,9
6355,500,3215,4563,97
6355,500,3215,4652,97
6355,500,3215,4872,97
6689,500,1996,UD12-0438-P,356
6689,500,1996,UD12-0475-P,356
8000,500,4446,3526,2155
8000,500,4446,3527,2155
6617,500,992,4939,10892
1034,500,500,1054,5500
10443,500,1973,1313,4953
5555,501,8000,3318,0
3955,501,1507,2739,3154
3958,501,3509,3495,2491
1256,501,8000,370,0
1257,501,8000,153,0
1257,501,8000,161,0
1257,501,8000,369,0
4085,501,5727,3029,14
4085,501,5727,2906,14
4085,501,5727,2905,14
4085,501,5727,2898,14
4085,501,5727,2870,14
4085,501,5727,2871,14
4085,501,5727,3187,14
4085,501,5727,3031,14
4085,501,5727,2924,14
4085,501,5727,2897,14
4086,501,3222,2997,18
4086,501,3222,2909,18
4086,501,3222,2908,18
4086,501,3222,3030,18
4086,501,3222,2907,18
6551,501,6444,5315,1556
746,501,4756,2261,0
2739,501,6000,1017,0
6238,501,5995,1547,5
6238,501,5995,3158,5
6422,501,8000,5198,0
11079,501,8000,203,0
10835,501,3375,51,0
10834,501,3700,1626,0
1323,501,1998,1728,431
5726,501,3590,4720,0
8606,501,4648,791,1352
11459,501,8000,1328,0
1579,501,13000,UB11-3034-P,0
4319,501,501,UB34-5494-S,9862
9532,502,2672,5747,0
8716,502,8000,1694,0
5553,502,2034,1443,0
5550,502,6000,1410,0
3067,502,2210,2583,0
1259,502,8000,678,0
1254,502,8000,664,0
6485,502,11072,142,0
10022,502,6000,1572,0
8485,502,6000,1212,0
956,502,3268,2391,0
3014,502,2530,1543,0
11134,502,8000,122,0
4426,502,8000,1936,0
4426,502,8000,1938,0
1335,502,2061,819,159
1336,502,2061,818,159
7765,502,13000,3197,0
8558,502,13000,72,0
8557,502,10716,601,0
8606,502,4648,806,1352
11444,502,13000,2624,0
10677,502,1995,362,11005
1577,502,6162,UB11-3042-S,0
5633,502,1004,UC31-1747-S,4996
5633,502,1004,UC31-2492-S,4996
5634,502,8563,UC31-3512-S,1
5635,502,13000,UC31-1134-S,0
5408,502,3969,UC22-2178-P,917
5409,502,2000,UC22-0491-S,332
5409,502,2000,UC22-3733-S,332
10956,502,1010,UG31-2128-P,11990
7890,503,8000,495,0
5547,503,6000,1438,0
6741,503,13000,2914,0
6760,503,10087,2915,2913
6486,503,13000,182,0
8498,503,8000,2929,0
7312,503,3709,2154,0
5220,503,10756,5600,0
5220,503,10756,5604,0
5207,503,8000,4276,0
5211,503,7997,3135,3
3015,503,2472,1545,2
5268,503,8270,2209,0
5271,503,13000,2173,0
5271,503,13000,2177,0
5271,503,13000,2166,0
10641,503,5782,2411,0
10642,503,13000,123,0
10642,503,13000,124,0
10642,503,13000,2410,0
10339,503,8000,3469,0
5867,503,4683,279,0
7156,503,9592,4643,8
11441,503,4595,1360,4625
11441,503,4595,2272,4625
10658,503,7888,2075,112
8190,503,8000,UD42-3396-P,0
4401,503,1488,UC11-2999-S,797
7458,503,5296,2180,5968
4728,503,1006,3846,995
4728,503,1006,3847,995
4868,504,2971,3412,5029
4863,504,3516,2712,2484
8718,504,8000,1690,0
4929,504,5998,4153,2
5617,504,11385,1096,107
9318,504,3900,5223,0
2287,504,8000,2323,0
2289,504,8000,2322,0
6234,504,3856,1543,0
3234,504,2364,2741,0
1649,504,8000,32,0
10575,504,12018,1103,0
4417,504,2526,4296,0
4421,504,2380,1939,0
4422,504,2366,1937,0
4423,504,2366,1928,0
4423,504,2366,1933,0
4424,504,2268,1289,0
5867,504,4683,272,0
1506,504,8000,1277,0
1507,504,8000,875,0
8222,504,13000,1221,0
9044,504,1647,241,1580
1023,504,13000,35,0
1023,504,13000,41,0
4333,504,8278,UC11-0166-P,994
10231,504,2217,749,695
10114,504,2406,4702,1
9478,505,6000,5713,0
9533,505,2377,225,0
7338,505,6000,3808,0
5549,505,6000,1437,0
5549,505,6000,1454,0
5550,505,6000,1399,0
1745,505,5498,844,0
5772,505,2215,4959,20
7313,505,3323,4611,1
7312,505,3709,222,0
389,505,8000,2285,0
389,505,8000,2287,0
2979,505,4188,2960,885
5283,505,2964,5030,89
10362,505,7989,570,11
10362,505,7989,1374,11
10658,505,7888,2070,112
8223,505,13000,523,0
1023,505,13000,10,0
1023,505,13000,42,0
5401,505,6091,5541,0
5401,505,6091,5543,0
5081,505,11089,UC21-0291-P,0
9058,505,505,1000,5495
9559,506,13000,2880,0
8834,506,8000,1792,0
1687,506,5951,2540,49
3956,506,2031,1024,3969
3956,506,2031,2251,3969
3484,506,1665,1705,734
6930,506,2051,3504,3
11107,506,11990,1820,0
11134,506,8000,402,0
11134,506,8000,1165,0
4552,506,8000,3554,0
4554,506,8000,3553,0
5171,506,3775,2428,0
10627,506,8000,449,0
10614,506,1523,3236,1304
10580,506,1523,3234,1355
10871,506,4418,2355,1582
10320,506,7980,3488,20
10262,506,8000,3242,0
10262,506,8000,3256,0
10262,506,8000,3257,0
10262,506,8000,3258,0
10263,506,8000,3736,0
10263,506,8000,3738,0
278,506,3663,1227,2425
5665,506,6258,UC31-2504-S,0
9486,507,8000,588,0
9486,507,8000,3621,0
5923,507,2007,564,0
5924,507,13000,344,0
5924,507,13000,4348,0
5927,507,10746,2894,0
5927,507,10746,2897,0
5927,507,10746,2898,0
5929,507,13000,2893,0
8838,507,8000,149,0
4247,507,2366,2542,0
3965,507,8000,1612,0
5484,507,6000,1787,0
4031,507,4682,3544,1318
10042,507,8000,3854,0
2285,507,8000,3179,0
2285,507,8000,3180,0
6235,507,6000,1545,0
1199,507,1014,2085,2978
1199,507,1014,2084,2978
1651,507,7997,229,3
7762,507,3879,2547,0
7767,507,13000,2546,0
9156,507,8000,1388,0
10420,507,11946,1961,11
6812,507,8000,35,0
6812,507,8000,2330,0
6812,507,8000,2344,0
6812,507,8000,2357,0
6812,507,8000,2365,0
6812,507,8000,2369,0
6813,507,7993,33,7
6813,507,7993,34,7
6814,507,7111,9,889
6814,507,7111,28,889
6814,507,7111,29,889
6814,507,7111,30,889
6814,507,7111,32,889
6831,507,2028,8,5448
6831,507,2028,31,5448
6831,507,2028,38,5448
6831,507,2028,39,5448
9040,507,2836,1024,8
9040,507,2836,1025,8
9041,507,2046,1022,33
9041,507,2046,1023,33
10389,507,10243,1959,11
438,507,507,2912,4599
10115,507,5223,4707,7777
2338,507,507,746,3079
9485,508,8000,3644,0
8702,508,6000,2956,0
4232,508,6000,3772,0
4233,508,6000,3771,0
4234,508,5994,3768,6
5289,508,6000,4196,0
3956,508,2031,1025,3969
1235,508,3888,1952,1878
5772,508,2215,5148,20
5763,508,4742,4961,0
8299,508,6000,2114,0
6243,508,8000,3832,0
6246,508,8000,2047,0
1204,508,1016,949,3138
1204,508,1016,2050,3138
10972,508,2686,2239,9
2445,508,3736,69,0
1376,508,8881,1902,0
1529,508,2492,446,439
11441,508,4595,1230,4625
11441,508,4595,2232,4625
9045,508,8402,483,0
9044,508,1647,58,1580
59,508,508,1433,11348
6311,508,5176,UD11-0154-P,9
4711,508,6000,4889,0
167,508,7547,134,0
1308,508,681,2386,9548
10956,508,1010,UG31-2920-P,11990
5878,509,6000,5486,0
5879,509,5999,5484,1
4251,509,8000,398,0
9424,509,8000,4134,0
3940,509,1860,3865,2661
3536,509,7983,194,21
4639,509,6000,1545,0
4029,509,3117,3545,0
2971,509,6000,1278,0
10874,509,8000,163,0
201,509,3303,1260,0
11310,509,8000,2385,0
5950,509,2563,5491,3437
8713,510,8000,1578,0
5555,510,8000,3574,0
5338,510,13000,2636,0
9326,510,8000,1792,0
2123,510,8000,3316,0
1873,510,3330,1275,0
3198,510,2449,1792,0
3995,510,2548,1593,3
3996,510,2462,1550,37
3495,510,6000,432,0
3495,510,6000,438,0
4791,510,13000,4514,0
4031,510,4682,3546,1318
730,510,8000,371,0
6081,510,13000,2690,0
2289,510,8000,2344,0
2289,510,8000,2328,0
8095,510,13000,45,0
8095,510,13000,1053,0
2745,510,8000,169,0
2944,510,2474,207,0
2603,510,2006,443,0
2497,510,7409,488,4154
2497,510,7409,485,4154
5429,510,6000,4100,0
4421,510,2380,4278,0
1334,510,2269,821,50
1366,510,2786,1070,0
1368,510,2157,1068,7
1369,510,1972,1064,36
1369,510,1972,1066,36
257,510,12988,844,12
257,510,12988,852,12
10246,510,8000,155,0
10131,510,2493,2152,129
10131,510,2493,2151,129
10431,510,2370,UG21-0613-S,4076
184,510,3099,UA10-0028-P,25
10426,510,1554,UG21-0590-P,6446
4736,510,1020,UC12-1881-S,5216
4736,510,1020,UC12-5910-P,5216
7874,511,6000,1983,0
7022,511,3971,1435,2029
7022,511,3971,1436,2029
4133,511,8000,199,0
5541,511,4372,3409,0
5551,511,5943,1452,57
4226,511,2420,2733,34
4259,511,8000,2459,0
4261,511,8000,2534,0
4259,511,8000,2118,0
4259,511,8000,2537,0
4259,511,8000,2538,0
4259,511,8000,2539,0
3956,511,2031,985,3969
1255,511,8000,373,0
1259,511,8000,372,0
1255,511,8000,462,0
1255,511,8000,463,0
8540,511,12980,2201,20
8533,511,6807,989,0
8093,511,4673,129,0
415,511,13000,2457,0
1141,511,13000,1147,0
3233,511,5263,1941,0
10336,511,6000,3986,0
5443,511,13000,2691,0
10314,511,8000,3917,0
10246,511,8000,152,0
443,511,3141,2848,2859
443,511,3141,2829,2859
443,511,3141,2849,2859
5696,511,6257,UC31-0957-P,1
5696,511,6257,UC31-4542-P,1
4136,512,8000,391,0
9689,512,6530,3480,0
5930,512,13000,2887,0
5930,512,13000,2889,0
8533,512,6807,1478,0
8095,512,13000,1936,0
8082,512,2580,2026,286
8082,512,2580,2041,286
11132,512,8000,2926,0
10584,512,6000,620,0
5867,512,4683,3420,0
1567,512,9302,443,114
1567,512,9302,432,114
9156,512,8000,196,0
6580,512,869,5475,1387
9284,512,5052,712,3
9284,512,5052,713,3
5710,512,984,UC31-4385-S,4180
2818,512,2380,UB23-1155-S,42
7965,513,13000,2136,0
7892,513,8000,571,0
8716,513,8000,1736,0
5553,513,2034,3095,0
5611,513,13000,1890,0
5583,513,7994,3599,6
4244,513,2380,732,0
4247,513,2366,225,0
4258,513,8000,219,0
4258,513,8000,220,0
5288,513,6000,4126,0
2191,513,6000,1174,0
3955,513,1507,2738,3154
3877,513,8000,1287,0
8345,513,13000,377,0
8345,513,13000,184,0
993,513,13000,1742,0
993,513,13000,1751,0
10875,513,8000,375,0
7767,513,13000,379,0
3625,513,8000,754,0
8606,513,4648,814,1352
5106,513,1807,3501,476
3566,513,13000,UB31-0134-P,0
8380,513,8905,3768,0
8381,513,13000,3765,0
8381,513,13000,3767,0
8382,513,4469,3764,8531
8356,513,4523,3875,6
8356,513,4523,3876,6
1437,513,4895,UB11-0091-P,0
4332,513,2070,3298,2651
7397,514,4681,3884,159
7397,514,4681,3886,159
7397,514,4681,3890,159
7397,514,4681,3891,159
7399,514,514,3883,1606
4253,514,8000,272,0
5321,514,13000,5746,0
7517,514,8000,982,0
5256,514,2799,5063,48
8932,514,8000,1109,0
10575,514,12018,2403,0
10576,514,12828,2401,172
1938,514,3148,286,0
5443,514,13000,2655,0
10870,514,5998,2480,2
8557,514,10716,2559,0
10661,514,8000,2826,0
8224,514,12999,2793,1
8219,514,2297,2792,0
1023,514,13000,955,0
6383,514,4590,5024,122
10232,514,3157,747,0
11472,514,6106,2154,0
